train_id	name	item_condition_id	category_name	brand_name	price	shipping	item_description
775	Marisol Lot HOLD APPLE	2	Kids/Toys/Dolls & Accessories	American Boy & Girl	29.0	0	Theater case/ Trunk with box.
776	Wildfox no love no backstage pass hoodie	3	Women/Sweaters/Hooded	Wildfox Couture	116.0	0	Very cute very old Wildfox zip up with a hood… Oversized almost like a men's small
777	The Ultimate L.B.D.	1	Women/Dresses/Above Knee, Mini	Bebe	31.0	0	Black mini with gold zipper detail and never worn.
778	Creme to powder foundation	1	Beauty/Makeup/Face	Mary Kay	14.0	1	.35 oz. Endless Performance® Crème-to-Powder Foundation is your key to a long-lasting, flawless finish. Stays true and appears fresh for 12 hours.* Heat- and humidity-resistant. Glides on as a lightweight cream to hide imperfections. Evens out skin tone, then dries to a soft, powdery, matte finish. Transfer-resistant. Won’t rub off or streak. COLOR: beige 4
779	NWT bath towel	1	Home/Bath/Towels		12.0	0	NWT K & C wearable bath towel. No rips, stains or flaws. Smoke-free home. Has velcro closure and adjustable straps! 100% polyester. #towel, #pink, #teal Krislyn
780	Kate spade purse like new	2	Women/Women's Handbags/Messenger & Crossbody	Kate Spade	75.0	1	Received in like new condition and still havent used it. It is to beautiful to just set around. Kate Spade Wellesley Small Rachelle Satchel Bag Mint Mojito Green
781	Black Nike Size 5 C	3	Kids/Boys 2T-5T/Shoes	Nike	18.0	0	Black Nike ACG Boots Size 5C in great condition. Price drop and price is firm final price no free shipping. Tags: Nike boots size 5C boys Nike 5C Black Nike baby boy size 5C boy's Nike size 5C
782	Better than false lashes too faced	1	Beauty/Makeup/Eyes	Too Faced	17.0	1	Still in box, 100% authentic
783	Clarks Bendables Mary Jane Wedges	2	Women/Shoes/Pumps		22.0	1	"Clarks Bendables Size: 6.5 Heel height: 2"" Heel type: wedges Light scuffing on the heels Does not come with original box"
784	ABH modern renaissance palette	1	Beauty/Makeup/Makeup Palettes		43.0	1	Brand new Authentic Price is firm Anastasia beverly hills modern renaissance palette
785	HOLD - HakunaMatata - Aero Ombré Legging	3	Women/Athletic Apparel/Pants, Tights, Leggings	Aeropostale	10.0	1	Aeropostale brand | Size: XL | Cotton blend | Legging style | Full length | Fold over band is blue and white ombré (pic is a little light) | Live Love Dream in studs on back of band | Zero flaws | Tags: #aeropostale #yogaleggings
786	1 Contours Palette and Sponge	1	Beauty/Tools & Accessories/Makeup Brushes & Tools		9.0	0	Bundle 15 Colors Contours Face Cream Makeup Concealer Palette + 1 Sponges Brand new in package. Description: Material: Foundation cream Box size: approx 15 x 10 x 1.3 cm / 5.91 x 3.94 x 0.51 inch Made of excellent material, safe and soft for your facial skin Combines 15 colors in one palette, can be mixed to help create different looks Used as foundation primer, foundation, concealer, camouflage and eyeshadow base Great for shading, light weight but wearable. It's great for highlight and contouring for beginners
787	2 brand new dolman style tops xl/2xl	1	Women/Tops & Blouses/Blouse		20.0	1	Brand new dolman tops super soft. One is black the other is red. Smoke free home. Taken out to try on and take pictures. They were too big for me. I wear a size large lularoe irma and these were just too big. They are size 1x-2x.
788	Harry Styles Magazine	1	Other/Magazines/Lifestyle & Cultures		10.0	0	Brand new Harry styles magazine in great condition. [rm] + [rm] shipping OBO
789	Converse Chuck Taylor NAVY BLUE	3	Men/Shoes/Fashion Sneakers	Converse	16.0	0	Used a few times in great condition but need to be cleaned. SIZE 12 in women's Box not included Converse
790	Fashion jewerly	2	Women/Jewelry/Necklaces	Vintage	19.0	0	Neckless and ear rings brand new never used
791	Lilly & Kate Mug , Purse & Stopper	1	Home/Kitchen & Dining/Coffee & Tea Accessories	Lilly Pulitzer	60.0	0	Lilly Pulitzer Mug And Gift Box new! Kate spade mug Waterford crystal wine stopper Longchamp small handbag
792	FREESHIP Rae Dunn LATTE mug	1	Home/Kitchen & Dining/Coffee & Tea Accessories		22.0	1	New, unused Rae Dunn LATTE mug. Please review photos as you will receive exact mug pictured. Packaged with care.
793	namaste in bed tee shirt	1	Women/Tops & Blouses/T-Shirts	Lululemon	10.0	0	relaxed size large namaste in bed tee! perfect for lounging around or even put it with a cute sweater and scarf for the fall!
794	Zip/button up jacket	3	Women/Coats & Jackets/Military	Express	28.0	0	Super cute! In used but good condition! You can zip it up or button! Decently thick material, good for the spring or fall! And you can dress it up or down! Says size 1X but would fit a large. I usually wear a 12-14 and this is over sized on me (as pictured)
795	Free ship! (6/7) Victoria's Secret Pink	3	Women/Shoes/Slippers	PINK	24.0	1	These slipper boots have a button missing, as seen in photo 2. Also there was a small hole that I fixed as seen in photo 3 has bondex on the inside so the stitching doesn't come undone. Not even noticeable. The bottoms are a little dirty as seen in photo 4. Says size 7-8 but fits like a 6-7. Mukluk like slippers.
796	iPhone 4	3	Electronics/Cell Phones & Accessories/Cell Phones & Smartphones	Apple	30.0	1	Black iPhone 4 for Verizon comes with charger
797	Baby boy woody outfit n notepads	1	Kids/Boys 0-24 Mos/One-Pieces	Disney	10.0	0	Disney woody outfit 6-9 months New with tags 10 packs note tabs I do bundles. Let me know so you can save on shipping.
798	Black sparkly stretchy turtleneck	3	Women/Sweaters/Turtleneck, Mock	Express	12.0	0	Black turtleneck with subtle sparkly silver thread. Size medium and easily stretches.
799	FREESHIP LG tones pro pink	1	Electronics/Cell Phones & Accessories/Headsets	LG	25.0	1	Tried once and didn't like the fit and forgot to return. My loss your gain Also works as bluetooth phone calls as well as music Wireless
800	Chicken painting framed	3	Home/Artwork/Paintings		11.0	0	"Great condition frames chicken painting. I'd say maybe 9"" x 9"""
801	Oshkosh 3T lacy ivory top	1	Kids/Girls 2T-5T/Tops & T-Shirts	Osh Kosh B'gosh	8.0	0	New with tags from genuine kids by Oshkosh… size 3 toddler. Camel colored short sleeve top with lacy overlay. Lined. From a smoke smoke and pet free home. This was received as a Christmas gift, and my daughter got the same shirt twice. Super cute and versatile
802	Thrasher shirt (authentic)	3	Women/Tops & Blouses/T-Shirts	Thrasher Magazine	24.0	0	Don't wear it anymore, minor flaw is stain, not really noticeable and can possibly come out in the wash! No peeling on thrasher logo, COLOR IS NAVY CAN FIT A SMALL SHIRT IS UNISEX MAKE OFFERS
803	Funko Pop ALBUS DUMBLEDORE & HERMIONE	1	Vintage & Collectibles/Collectibles/Figurine		20.0	1	Harry Potter Set damage box
804	Stripper shoes	3	Women/Shoes/Pumps		16.0	0	White stripper shoes with diamond heels See photos for condition, some marks and need to be cleaned but otherwise good condition
805	Reserved For Angie Cupps	1	Home/Kitchen & Dining/Dining & Entertaining		21.0	0	One deee mug
806	4 stranger things funko pops	1	Vintage & Collectibles/Toy/Action Figure	Funko	100.0	0	Includes Chase and normal demogorgon And both eleven with eggos
807	Pantiliner bundle	1	Other/Daily & Travel items/Personal Care	Always	26.0	0	New in box/Unopened. 11 boxes of always radiant pantiliners. Regular/unscented. 54 per box *selling as a bundle* Retail: [rm]
808	18months Bundle baby clothes 200$ worth	1	Handmade/Children/Baby		90.0	0	Bundle baby clothes 200 dollars worth of clothes brand new with tag for 80 plus socks and baby spoons and plates everything has never been opened brand new with tags.
809	Levi's	2	Kids/Boys 0-24 Mos/Bottoms	Levi's®	10.0	1	Straight leg nwot
810	SHOPKINS stamp set	1	Kids/Toys/Dolls & Accessories	Moose Toys	5.0	1	New never used 4 piece set
811	Mens Timberland boots	4	Men/Shoes/Boots	Timberland	34.0	0	Slightly worn
812	Hayley Williams B&W Tripp Leather Jacket	3	Women/Athletic Apparel/Jackets	Tripp NYC	66.0	0	Gently used leather jacket. It's similar to the one Hayley Williams has (idk if it's the same exact brand). I originally bought this for myself but it's too small :/
813	Home decor	3	Home/Home Décor/Home Décor Accents	Home Interiors	7.0	0	I used it for my room door. I hung it there for a while but I'm changing the theme of my room so getting rid of it it has light scratches.
814	Too faced lip injection extreme	1	Beauty/Makeup/Lips	Too Faced	8.0	1	Sample size too faced lip injection
815	Kylie Birthday Mini Mattes	1	Beauty/Makeup/Lips		16.0	1	New. Free shipping! Authentic!
816	NWT Off Shoulder Blouse	1	Women/Tops & Blouses/Blouse		10.0	0	Brand new, never worn! Still in package. Navy Blue off shoulder blouse with cut out. Lightweight material. 3/4 length sleeve. Size Medium. Tags: Hollister, Daytrip, Buckle, Express, H&M, Urban Outfitters, American Eagle Smoke free home Ships same day or next day Offers through chat :)
817	Cute cat stickers	1	Home/Home Décor/Home Décor Accents		4.0	1	This is a bundle of two sets of cat stickers!! Very cute decor!
818	Boys Jordan Shirt & shorts	3	Kids/Boys (4+)/Top & T-shirts		11.0	0	Boys Jordan Dri-fit shirt with matching Jordan shorts with pockets; shirt size 7 shorts size 6/7; great condition
819	Fable 2 & 3	3	Electronics/Video Games & Consoles/Games	Xbox	21.0	0	Fable 2 & 3 for xbox360 Bundle to save more.... checkout my closet
820	Victoria secret bottle opener glasses	1	Women/Women's Accessories/Sunglasses	PINK	8.0	1	PERFECT FOR SPRING BREAK! The best summer gift Sea foam green NEVER USED
821	H&M one piece	1	Women/Swimwear/One-Piece	H&M	12.0	0	Brand new with tags Ties around neck With low cut back Size 14. Will fit a medium to XL very stretchy
822	Louis Vuitton box include dust bag	1	Women/Women's Accessories/Wallets	Louis Vuitton	39.0	0	Louis Vuitton wallet box with dust bag No flaws, This is my lowest NO FREE SHIPPING Did not use at all Authentic proof in the photo Wallet box (?) Clothdust bag is included Just the dust bag is [rm]. Which is listed in my page Size 14.8cm x 12.4cm x 4.4 cm Fits small wallet like the one is the picture or card case Long wallet doesn't fits !!
823	Brand new	1	Kids/Girls (4+)/Tops & T-Shirts	Justice	13.0	1	Justice brand new size 16
824	Pink north face vest	2	Women/Coats & Jackets/Vest	The North Face	34.0	0	Girls medium but fits women's small Hot pink The north face Zip up vest Goose down insulation NWOT
825	Adidas sweatpants	4	Men/Sweats & Hoodies/Track & Sweat Pants	Adidas	17.0	0	Adidas climalite all black sweatpants. They are in good condition but have some snags in them. The snags are mainly on the butt area and there are some on the front but no major ones that have caused a hole. Since the pants are all black the snags are barely noticeable. Message me for more details and offers
826	Nightmare Before Christmas Sally Tea Pot	1	Vintage & Collectibles/Toy/Action Figure		30.0	0	The Nightmare Before Christmas Sally with Cat 32 oz. Teapot is made from ceramic and measures 7 1/2-inches tall. The beautiful teapot finds Sally from Tim Burton’s The Nightmare Before Christmas with a small black cat standing atop her head.
827	Born This Way natural Beige	1	Beauty/Makeup/Face	Too Faced	32.0	0	Brand new unopened in box never used or swatched AUTHENTIC, check out my ratings I sell tons of too faced all Authentic Last pic shows serial numbers
828	Shiseido White / Blue Stripes Large Tote	1	Handmade/Bags and Purses/Tote		8.0	1	New! Shideido white/blue stripes large tote Nice to carry to beach Gwp from shiseido
829	Resident Evil 4 for Nintendo GameCube	2	Electronics/Video Games & Consoles/Games	Nintendo	13.0	1	Complete and in excellent overall condition
830	NWT Minecraft Legos	1	Kids/Toys/Building Toys	LEGO	24.0	0	Brand new 262 pcs Minecraft Lego set. The box is sealed. Price is FIRM. No Free Shipping
831	Hatchimals Wal-Mart Exclusive Burtle	1	Kids/Toys/Electronics for Kids	Spin Master	52.0	1	Brand New In Unopened Box
832	Small NWT Detroit Tigers fitted tee	1	Women/Tops & Blouses/T-Shirts		9.0	1	Size small NWT Detroit Tigers fitted tee. Brand new, never worn, tags attached. Is dark gray with orange glitter writing and Detroit logo on front. Is fitted, fits true to size.
833	Wet N Wild Highlighter Palette	3	Beauty/Makeup/Face	Wet n Wild	3.0	1	Only used like twice Don't need it anymore
834	3-6 Month Baby Clothes	3	Kids/Girls 0-24 Mos/One-Pieces	Carter's	39.0	0	10 pj's, 21 onsie's, 12 pants, 8 outfits, 7 tops, 1 bathrobe, 3 sweaters
835	AEROPASTALE L WHITE BUTTON DOWN	3	Men/Tops/Button-Front	Aeropostale	7.0	0	This shirt is very light and cute with a tank underneath it! Good condition no flaws, bundle and save
836	VS Pink bling campus crew XS	1	Women/Tops & Blouses/T-Shirts	PINK	26.0	0	New in bag!!! Pink Long sleeve campus tee Size XS Oversized Bling Retail [rm]
837	Vineyard vines long sleeve	3	Women/Tops & Blouses/T-Shirts	vineyard vines	26.0	1	Gorgeous light blue shirt, boys XL (or women's xs-s) only flaw is a slight discoloration on the front of the shirt, but it is hardly noticeable.
838	Girl's Apple bottom 3pc 18mth	3	Kids/Girls 0-24 Mos/Tops & T-Shirts		10.0	1	Great condition Apple bottom tag on tshirt was cut off doesn't affect the shirt (shirt is not ripped) Size 18 month
839	Navy or Tan Gucci Satchel	3	Women/Women's Handbags/Shoulder Bag	Gucci	120.0	1	Selling both together since they both have some issues, nothing major both bags can be used.
840	NEW Maybelline master contour stick	1	Beauty/Makeup/Face	Maybelline	10.0	0	SHADE IS medium 015
841	FREE SHIP button down top	3	Women/Tops & Blouses/Button Down Shirt		5.0	1	Great condition. 1/2 sleeves. Buttons in the back as well. Bundle for only [rm]
842	Pulitzer Dress	2	Women/Dresses/Knee-Length	Lilly Pulitzer	54.0	0	NWOT SIZE LARGE LILY PULITZER DRESS. Never worn.
843	Men's essentials	1	Men/Other/Other		9.0	0	Brand new never used
844	Froslass holo	2	Vintage & Collectibles/Trading Cards/Animation	Pokemon	3.0	1	Never played, comes straight from pack and into sleeve I Only Ship Via USPS First Class Pokemon Charizard Rayquaza Shaymin Mew Mewtwo Pikachu Flash Fire Break Through XY Furious Fist Roaring Skies Generations Break point Ancient Origins Phantom Forces Full Art Mega M EX Secret Rare SR FA Reverse Holo
845	MICHAEL KORS INFINITY SCARF	2	Women/Women's Accessories/Scarves & Wraps	Michael Kors	19.0	0	black and white! like new. i've only worn this once or twice
846	Kindness day sale ABH BRUSH #12	1	Beauty/Tools & Accessories/Makeup Brushes & Tools	Sephora	10.0	1	Anastasia Beverly Hills eyebrow brush number 12 is dual-sided brow brush featuring high-quality synthetic bristles on one end and a spooley brush for grooming and blending on the other.  What it does: This brush is the essential tool for precision application of brow products. The angled cut brush on one end is perfect to fill-in arches with brow powder or for applying liner. The spooley end distributes and blends products evenly for a natural look.  This product is an Allure Best of Beauty award winner. 100% new and authentic
847	Digital HairStraightener Brush+FreeGlove	1	Beauty/Hair Care/Styling Products		35.0	1	Electric Hair Straightener Brush Best for Beauty Styling (w/ Velvet Pouch & Glove) 3in1 40W Professional Digital Straightening Comb Enjoy anti static, anti frizz styling for a natural, shiny hair look. The brush features a fast heating ceramic plate at 450 degrees. AUTO SHUT-OFF for your safety. LCD digital display and a non-grip comfort handle. 110v-220v design makes it perfect for a road trip, vacation, destination wedding, honeymoon or a romantic getaway 360° swivel power cord makes it ideal for professional salon use, travel & at home hair care. With negative ionic charge for your healthy vibrant hair and silicone heat-proof tips at 120℉, the brush is ideal for scalp massage. The custom adjustable temp settings for fine, natural, thick, long or short hair make the FemJolie brush straightener a must in every girl's beauty care. VERSATILE 3 in 1 DESIGN - Now you can have a detangling comb, hair brush, hair straightener, and anion hair massager all in one Bundle and save ❤❤
848	XL Ralph Lauren sweater	3	Women/Sweaters/V-Neck	Ralph Lauren	15.0	0	Size XL, pink/ navy blue in good condition
849	Michael Jordan sneakers 6y	3	Kids/Boys (4+)/Shoes	Nike	12.0	0	Good condition with very little wear. Boys 6 youth shoes.
850	Pink Pink T-Shirt	2	Women/Tops & Blouses/T-Shirts	PINK	19.0	0	Worn once, very pretty and good material. Message me if you have any questions :)
851	Burberry belt and wallet pouch	1	Men/Men's Accessories/Belts	Burberry	106.0	0	Belt size 32-36 both are new with boxes
852	Women shoes colorful 12wide	2	Women/Shoes/Loafers & Slip-Ons		21.0	0	Women shoes colorful 12 wide
853	PRICE REDUCED!!! LuLaRoe Nicole size L	1	Women/Dresses/Knee-Length	Independent	30.0	0	BNWT Never worn Beautiful dress Beautiful print! Just doesn't fit
854	Breville Juice Power Elite	3	Home/Home Appliances/Kitchen Appliances	Breville	115.0	0	Super powerful, commercial grade juicer. Paid [rm] on sale only 2 years ago. Performs in excellent condition. Made completely of Stainless Steel from top to bottom with the exception of the very strong plastic containers.
855	Foot detox pads	1	Beauty/Skin Care/Feet		5.0	1	In just one night, black and oily toxins throughout your body Will be disposed of through your volal. Which is a port in your body and which toxins go in and out on the bottom of your foot. Leaves you feeling refreshed, detoxed, and full of energy the next day. Can aid in weight loss. Comes with one pair. Used overnight. Free shipping. Can be done once a week for best results!
856	Too Faced Better Than Sex Mascara	1	Beauty/Makeup/Eyes	Too Faced	18.0	1	100% Real, Authentic. Brand New. Too Faced Cosmetics Better Than Sex Waterproof Mascara 1944% More Volume
857	Michael Kors crossbody purse	2	Women/Women's Handbags/Messenger & Crossbody	Michael Kors	84.0	0	PRICE IS FIRM the only sign of wear is on the front emblem - it is a bit scratched
858	Bundle for Lexi jo	3	Women/Tops & Blouses/T-Shirts		25.0	1	Bundle
859	Lululemon leggings	2	Women/Athletic Apparel/Pants, Tights, Leggings	Lululemon	71.0	0	New- size 4 Super soft!!
860	Fitbit charge HR	2	Sports & Outdoors/Exercise/Fitness technology		45.0	1	Only used 5 times, pretty much new
861	BBW 2 NEW 10 OZ Shower Gels	1	Beauty/Bath & Body/Bath	Bath & Body Works	19.0	0	Bourbon Strawberry & Vanilla Shipping is [rm] for 1 item Make a Bundle w my other Listings!! :)
862	Victoria secret bra	3	Women/Underwear/Bras	Victoria's Secret	20.0	1	Victoria secret bra, great conditions
863	Mens lucky jeans size 38 x 32	3	Men/Jeans/Boot Cut	Lucky Brand	28.0	0	Mens lucky jeans size 38x32 slim bootleg Fading on back lower ankle area as seen in pics In great condition
864	4 Juicy Couture Onesies for Girl	3	Kids/Girls 0-24 Mos/One-Pieces	Juicy Couture	14.0	0	The black onesies are the only ones with a flaw the inside tags arw worn off and they are size 0-3 months and the blue and pink ones are 3-6 months with no flaws
865	Free shipping 24pcs pro makeup brushes	1	Beauty/Tools & Accessories/Makeup Brushes & Tools		17.0	1	24Pcs Professional Makeup Brush set+Black Pouch Bag Cosmetic Brushes This item includes almost all brushes for facial makeup: 24 soft and durable goat hair brushes altogether. It`s a good choice for makeup artists and all trendsetters. Features: Total 24 brushes for facial makeup: Foundation Brush, Concealer Brush, Eyeshadow Brush, Eyebrow Brush, Blush Brush, Lip Brush, Mascara Brush... Adopts natural pure goat hair which provides superb ability to hold powerder, soft and pleasing for your skin. Gorgeous purple soft leather bag, easy to collect and carry brushes. An essential for not only professionals but also DIY users. Specifications: Material: Goat hair, aluminum, wood, and PU Bag size: 23 * 13 * 4cm (folded) Product weight: 414g Item Includes: 1 * Makeup Brush Set
866	MUGS: DREAM RESERVED	1	Home/Kitchen & Dining/Coffee & Tea Accessories	Rae Dunn	29.0	0	Rae Dunn Mug: DREAM/BE KIND/DANCE Great gift or for your Rae Dunn Collection! New item Will ship with care. Bubble wrap each item. I always do my best to get the item to you safely. I ship as if I am receiving a Rae Dunn item. Unfortunately, cannot control USPS for mishandling. I will bundle items to save shipping cost.
867	Ivory Ella Ombre TShirt	1	Women/Tops & Blouses/T-Shirts	vineyard vines	24.0	0	Ivory Ella Purple Ombre TShirt Size XS, Worn only once. Price is firm, but you can check out my other items, Bundle & Save. [: | Tie Dye | Makeup | Matte | Anastasia Beverley Hills | Too Faced | NYX | Elephant | Purple | Pink | Trippy | Hippy |
868	Lee Sinfully Soft Size 8 Slacks	3	Women/Pants/Khakis, Chinos		11.0	0	Size 8
869	Baby girl sandals size 6 free shipping	3	Kids/Girls 0-24 Mos/Shoes	Children's Place	5.0	1	Bundle to save
870	Luxurious Bath Bomb Bundle	1	Beauty/Bath & Body/Bath		19.0	1	Enjoy a luxurious bath with our Signature Bath Bombs from The Sugar Shak Collection (TM). Set Includes: Six 4.3 Oz (a little larger than a golf ball) Glitter Bath Bomb Frizzies with these scents: 1: Peppermint 2: Lavender 3: Soothing Coconut 4: Sex On The Beach 5: Warm Vanilla 6: Blue Hawaiian Want a different scent? Choose 6 from any of our available scents below! - Blueberry Muffin - Blue Hawaiian - Cinnamon Buns - Cool Cucumber - Eucalyptus & Mint - Japanese Cherry Blossom - Lavender - Mango w/ Vanilla - Nag Champa - Orange Cream Cupcake - Peppermint - Red Velvet - Sex on the Beach - Soothing Coconut - Strawberry Daiquiri - Strawberry Shortcake - Warm Vanilla Set of 3 - [rm] Set of 6 - [rm] Set of 9 - [rm] Leave us a comment if you have any questions : ) Tags: Bath Fizzie ~ Spa Bath ~ FREE SHIPPING ~ Bath Bomb Bundle ~ Bath Bomb Set ~ Valentines Day Gifts ~ Birthday Gifts ~ Bath Bombs
871	Ombré Crewneck Sweatshirt S	2	Women/Sweaters/Crewneck	Mossimo	14.0	0	Ombré Crewneck Sweatshirt S Barely worn at all! Very soft! Target brand
872	Blush Forever 21 dress	3	Women/Dresses/Knee-Length	FOREVER 21	10.0	1	No description yet
873	Black Levis 529	2	Women/Jeans/Straight Leg	Levi's®	9.0	0	Size 6
874	Metal Gear Solid V: The Phantom Pain NEW	1	Electronics/Video Games & Consoles/Games	Xbox	12.0	1	Metal Gear Solid V: The Phantom Pain - Xbox One
875	TC Black vintage camera leggings Lularoe	3	Women/Athletic Apparel/Pants, Tights, Leggings	Independent	45.0	0	Worn a few times, great condition. Unicorn print.
876	Winnie-the-Poah, The Original Version	3	Vintage & Collectibles/Antique/Book		8.0	0	This is an exact reproduction of the Original Winnie-the-Pooh published in 1926. Winnie-the-Pooh is perhaps unique in that it is based on real people and historical events. Christopher Robin was a real person. As a child, he had a teddy bear he named “Winnie-the-Pooh”. The bear was named after a real bear in the London Zoo named Winnie.
877	Christian louboutin Tudor bal 100	3	Women/Shoes/Pumps	Christian Louboutin	589.0	0	It's in great condition used, shoes have some marks hard to tell, really not bothersome. Comes with 2 large dust bags and 2 mini ones with accessories. Size European 39. This retails for [rm],400 and is sold out in Australia and US for this size.
878	Large coach shoulder bag	3	Women/Women's Handbags/Shoulder Bag	Coach	20.0	0	Authentic coach signature monogrammed tye dye hobo purse. Large size
879	Newborn Crotchet Christmas Photo Prop	1	Handmade/Children/Baby		20.0	0	This listing is for a handmade 3 PC crotchet newborn baby Christmas photo prop/costume. Included is the hat with the long tail and huge Pom Pom and the striped leg warmers. This would make a cute birth announcement of your precious gift around the holiday season. Also would make a cute Christmas card. Take this set with you to your professional photographer or just DIY photos at home!! This would make a great gift too! Check out my other listings too. Bundle items together to save $$$. Free shipping on orders over [rm]. Other bundle discounts available too. To bundle, just comment under the items that you would like to bundle together and I can make you a listing under your user name. I will contact you through comments to let you know your listing is ready. It's really easy!! Have fun shopping and thanks so much for your business!! Juniper
880	Brand new Harley Davidson Slipper!	1	Men/Shoes/Loafers & Slip-Ons	Harley-Davidson	24.0	0	Size 10z men's. Open back slip on. Black fleece with flame and logo. Brand new in box.
881	925 silver wedding band promise ring	1	Women/Jewelry/Rings		24.0	0	Real 925 sterling silver, 925 stamped, real crystal stones, will not change color, will not turn finger green Size 9 Please comment the size you want after place order Price firm
882	Snake/Gold Tory Burch Miller Sandals 7.5	3	Women/Shoes/Sandals	Tory Burch	155.0	1	Snake Print/Gold Tory Burch Miller Thong Sandals are a size 7 1/2M and were made in Brazil. These sandals have been very well kept.
883	Laura Mercier Loose Translucent Powder	1	Beauty/Makeup/Face	Laura Mercier	28.0	1	Laura Mercier Loose Setting Translucent Powder 100% Authentic new Sealed
884	Coach Black Chelsea Handbag	1	Women/Women's Handbags/Messenger & Crossbody	Coach	140.0	0	Coach Chelsea crossbody handbag Color: black Size: 10 inches bottom length 11 inches top length and 7 inches tall Retail value: [rm] Includes care instructions card inside. Read my bio for the deal of the month and see if you can get a better deal! Just comment if the deal fits you and I'll adjust accordingly! 100% AUTHENTIC!
885	Nike Shox Junior New Sz. 9	1	Women/Shoes/Athletic	Nike	54.0	0	These are brand new, purchased from the Nike outlet. Small blemish on the Swoosh in the inside portion of the right shoe (looks like a small glue mark, see second picture). The box top was ripped off to be put on display at the store, I can send it with the remaining part of the box or without it.
886	BRABD NEW Pink North Face girls hoody	2	Kids/Girls (4+)/Tops & T-Shirts	The North Face	24.0	0	Pink The North Face girls hoody , size (14-16) brand new, never worn, purchased not realizing was a large in girls , listed as like new and not new only because the tags were removed from
887	Solar system magnet set	1	Kids/Toys/Learning & Education		10.0	1	Never opened solar system magnet set.
888	Chargeable Phone Case For iPhone 6/6S	3	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		19.0	0	Can't do free shipping
889	NEW! Tight Black Skirt w/ Gold Buttons	1	Women/Skirts/Maxi		14.0	0	Never worn No flaws Very flattering
890	Almost Famous Skinny Jeans	3	Women/Jeans/Slim, Skinny	Almost Famous	11.0	0	NEW REDUCED PRICE. Size 1 in juniors. Wash is a dark to medium wash with vintage whiskering and fading in the thighs. Slight distressing on the legs. Barely worn. Excellent condition. Low rise Tags- brandy Melville, free people, Levi's
891	Onesies& disney outfit	4	Kids/Girls 0-24 Mos/One-Pieces	Disney	12.0	0	Pre loved Size:9 months Brand:Carters Total of (5)pictured. Sleeveless onesies. Colors:Mint, yellow, orange, white&pink Has some staining on orange and yellow onesies. (ASK IF YOU WOULD LIKE MORE DETAILED PHOTOS) Otherwise,No tears and all snaps work and not stretched out. Disney outfit is 18 months :) SMOKE FREE/PET FREE, SANITARY HOME ASK ANY QUESTIONS OR IF YOU WOULD LIKE MORE PHOTOS. POTENTIAL BUYERS:PLEASE READ MY ABOUT ME/PROFILE PAGE FOR ADDITIONAL IMPORTANT INFO BEFORE PURCHASING ANY ITEMS.
892	Lilly Pulitzer Pink Crochet Dress	3	Women/Dresses/Above Knee, Mini	Lilly Pulitzer	24.0	0	"This pink crochet long sleeve dress is a size medium from Lilly Pulitzer. It features a scoop neckline, slightly flared sleeves at the wrists, and pom pom trim. This dress is in good preowned condition with normal wear from being washed and worn. There is a small snagged area on the bottom of the back near the seam, as shown in the bottom of the last photo, and reflected in the price. Approximate measurements lying flat: length-32""; bust-17""; waist-14.5""; sleeve length-29"""
893	Kay Von D Contour	1	Beauty/Makeup/Makeup Palettes	Kat Von D	20.0	1	Brand New Authentic Same Day Shipping Please rate once you receive your item Thank you
894	Boutique earrings	1	Women/Jewelry/Earrings	Vintage	6.0	1	Look like Kendra scott Paid [rm]
895	Cleveland Indians Clutch	2	Sports & Outdoors/Fan Shop/MLB		16.0	0	Small Cleveland Indians zippered clutch. Used only a handful of times. In extremely clean condition. Perfect for game days! GO TRIBE! ⚾️
896	iPhone 6 Wine case	1	Electronics/Cell Phones & Accessories/Cases, Covers & Skins	Apple	5.0	1	No description yet
897	3 Carters pjs boys 4t for Katie Harris	3	Kids/Boys 2T-5T/Other	Carter's	14.0	1	Good used condition...these have been worn but still have plenty of life left! ☺️ All 6 are matching sets. One pair has shorts and pants! Thanks for looking!
898	iPhone 6/6s Cases	2	Electronics/Cell Phones & Accessories/Cases, Covers & Skins		12.0	0	No description yet
899	Glass & Crank By Ellen Hopkins	3	Other/Books/Literature & Fiction		12.0	1	Young adults book , very good read ! Personal favorite. Book is in great condition Shipping today !
900	Adidas	2	Women/Tops & Blouses/T-Shirts	Adidas	19.0	0	No description yet
901	COMPLETE HARRY POTTER SERIES paperbacks	1	Other/Books/Literature & Fiction		54.0	0	This is a complete HARRY POTTER SERIES of paperbacks...never opened up so there are no creases as seen in pics and are numbered so you know which order to read in. ( which I messed up on when I read my first set!) I do document by video condition of all my items as I pack from start to finish. Value for all books is [rm] + tax and now the selling fee So my earnings are 40% of original price. PRICE IS FIRM...SO PLEASE DON'T ASK FOR A LOWER PRICE THIS IS A HUGE DISCOUNT AS IT IS FOR BRAND NEW ITEMS! READ PROFILE BEFORE BUYING! Thank you for your understanding
902	Chase funko dorbz	1	Vintage & Collectibles/Toy/Action Figure	Funko	27.0	0	Masters of the universe dorbz chase
903	Candy / Snack Bundle	1	Handmade/Toys/Other		15.0	0	All New Fresh Product Snacks and candy bundle Large Bag of skittles , 4 bags of watermelon sours , 4 motts fruit roll ups , 3 Quaker chewy dips , 1 bag of picante corn nuts , 5 Jif to go natural peanut butter
